4087	75141
4087	19376
4087	69159
4087	72433
4087	69288
4087	54126
4087	78294
4087	57443
4087	18412
4087	52432
4087	26397
4087	74137
4087	16589
4087	73341
4087	50780
4087	16876
4087	66854
4087	66894
4087	80837
4087	11854
4087	80981
4087	16801
4087	71713
4087	108960
4087	16909
4087	17126
4087	17127
4088	66922
4088	54126
4088	52432
4088	66894
4088	75141
4088	72433
4088	57443
4088	18412
4088	26397
4088	22390
4088	73341
4088	50780
4088	66854
4088	53609
4088	17126
4088	17127
4088	14836
4089	56212
4089	75141
4089	68328
4089	80837
4089	76338
4089	11854
4089	19354
4089	18176
4089	69908
4089	72433
4089	66922
4089	76688
4089	75869
4089	213498
4089	54126
4089	18412
4089	59126
4089	67333
4089	192656
4089	26397
4089	12649
4089	27103
4089	74137
4089	58864
4089	52033
4089	16589
4089	20873
4089	67444
4089	66854
4089	56736
4089	56515
4089	17125
4089	17127
4089	20846
4089	18260
4089	15191
4089	19376
4089	22187
4089	78294
4089	16428
4089	71770
4089	71236
4089	17126
4089	11787
4092	66894
7046	69721
7046	75141
7046	68328
7046	19338
7046	69159
7046	270192
7046	11854
7046	69908
7046	72433
7046	69288
7046	80981
7046	26431
7046	14674
7046	12549
7046	69993
7046	110279
7046	108699
7046	30843
7046	77040
7046	70052
7046	107995
7046	74187
7046	69736
7046	14695
7046	78889
7046	50907
7046	73447
7046	66317
7046	14693
7046	30839
7046	13000
7046	71091
7046	59126
7046	67333
7046	73542
7046	17347
7046	20877
7046	26397
7046	16150
7046	12567
7046	27103
7046	13143
7046	104318
7046	74137
7046	58864
7046	67030
7046	16589
7046	140859
7046	93687
7046	15467
7046	18647
7046	237459
7046	12675
7046	12571
7046	21812
7046	12168
7046	56424
7046	66827
7046	13803
7046	208198
7046	93688
7046	54353
7046	16428
7046	71096
7046	56193
7046	27276
7046	76117
7046	73341
7046	56513
7046	63953
7046	67603
7046	67444
7046	19057
7046	19045
7046	67857
7046	59044
7046	56515
7046	71893
7046	67877
7046	67630
7046	14226
7046	14225
7046	54123
7046	13636
7046	52428
7046	20166
7046	56699
7046	55943
7046	56470
7046	20132
7046	18260
7046	11848
7046	74734
7046	80837
7046	19376
7046	22187
7046	78294
7046	24108
7046	77593
7046	30941
7046	22193
7046	57443
7046	78938
7046	71176
7046	75717
7046	59008
7046	66894
7046	17131
7046	20846
90	19329
90	80837
90	19338
90	11854
90	18176
90	69908
90	66922
90	108699
90	78294
90	18412
90	21812
90	56193
90	27276
90	16475
90	14228
90	69721
90	75141
90	270192
90	69288
90	28035
90	30941
90	22193
90	67615
90	57443
90	66317
90	16150
90	74137
90	67030
90	16589
90	18647
90	13998
90	67444
90	67877
90	71770
90	20846
90	55943
90	69159
658	69721
658	69159
658	11854
658	270192
658	72433
658	69288
658	78294
658	57443
658	18412
658	71833
658	17347
658	26397
658	67030
658	21812
658	66863
658	27276
658	14226
658	14225
658	54123
658	80837
658	66922
658	78938
658	67333
658	18647
658	67444
658	19057
658	117600
658	67877
658	75141
658	110279
658	108699
658	71824
658	77593
658	77040
658	30839
658	12567
658	16589
658	12168
658	56424
658	93688
658	73341
658	19052
658	58194
658	17130
658	17131
57154	69288
57154	80981
57154	66066
57154	71746
57154	16801
57154	213498
57154	22187
57154	78294
57154	77593
57154	71176
57154	18412
57154	27368
57154	71713
57154	66317
57154	68083
57154	103136
57154	27966
57154	13000
57154	71091
57154	16589
57154	108960
57154	26409
57154	59008
57154	71720
57154	76117
57154	16876
57154	56736
57154	19820
57154	74195
57154	67877
57154	69260
57154	74322
57154	68147
57154	14011
57154	20384
57154	57317
57154	21429
57154	74268
57154	23808
57154	29877
57154	26940
57154	19769
57154	75141
57154	16330
57154	54126
57154	67465
57154	57443
57154	75717
57154	52432
57154	73542
57154	192656
57154	26397
57154	22390
57154	18647
57154	56424
57154	56354
57154	19400
57154	74365
57154	215627
57154	19046
57154	66854
57154	67150
57154	56515
57154	71770
57154	17127
57154	17130
57154	17131
57154	20846
57154	52428
57154	20166
57154	18260
57154	11787
64750	75141
64750	16801
64750	59126
64750	59008
64750	56736
64750	19821
64750	69260
64750	68147
64750	17127
64750	17130
64750	17131
64750	20846
64750	13835
64750	54131
64750	57317
64750	23808
64750	29877
64750	69721
64750	19334
64750	68328
64750	19329
64750	68365
64750	11854
64750	18176
64750	19353
64750	66922
64750	98366
64750	14702
64750	67128
64750	67738
64750	17125
64750	17126
64750	14228
64750	15900
7046	76108
90	76108
90	74015
658	76108
57154	20901
57154	74015
19262	51792
51792	19262
7046	667663
18538	56210
18538	56210
66682	27096
66226	27096
66226	66682
27096	245828
27096	245828
60409	245828
12125	4170
12125	597
12125	599
12125	598
12125	596
74026	72354
74026	68845
74026	67773
67773	74026
67773	57314
56289	50849
18771	18515
18771	11461
